sample_id	domain	ecosystem	data_source	accession	has_flux	flux_value	flux_unit	latitude	longitude	depth_cm	salinity_ppt	temperature_c	collection_date	notes
MUCC_MAG_STORDALEN_033	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_034	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_035	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_036	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_037	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_038	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_039	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_STORDALEN_040	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site Stordalen Mire; replace MAG ID
MUCC_MAG_SPRUCE_001	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_002	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_003	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_004	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_005	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_006	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_007	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_008	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_009	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_010	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_011	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_012	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_013	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_014	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_015	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_016	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_017	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_018	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_019	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_020	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_021	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_022	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_023	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_024	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_025	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_026	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_027	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_028	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_029	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_030	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_031	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_032	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_033	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_034	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_035	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_036	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_037	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_038	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_039	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
MUCC_MAG_SPRUCE_040	coastal	wetland	Zenodo	TBD	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	MUCC v2.0.0; MUCC site SPRUCE; replace MAG ID
