proteome_id	sample	source	ecosystem	domain	mag_id_candidate	assembly_id_candidate	bin_id_candidate	mucc_img_like_id	source_analysis_accession	analysis_alias	filename	proteome_faa_basename	proteome_faa_stem	proteome_faa	n_proteins_used	checkpoint_batch	checkpoint_order	embedded_final_662	excluded_reason	download_url	download_fallback_urls
rumen__10674_0004_idba_bin.23	rumen__10674_0004_idba_bin.23	rumen	rumen	Archaea	10674_0004_idba_bin.23	10674_0004_idba	bin.23		ERZ1037844	webin-genome-10674_0004_idba_bin.23	10674_0004_idba_bin.23.fa.gz	rumen__10674_0004_idba_bin.23.faa	rumen__10674_0004_idba_bin.23	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.23.faa	1606.0	16.0	18.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037844/10674_0004_idba_bin.23.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037844/10674_0004_idba_bin.23.fa.gz
rumen__10674_0004_idba_bin.25	rumen__10674_0004_idba_bin.25	rumen	rumen	Bacteria	10674_0004_idba_bin.25	10674_0004_idba	bin.25		ERZ1037845	webin-genome-10674_0004_idba_bin.25	10674_0004_idba_bin.25.fa.gz	rumen__10674_0004_idba_bin.25.faa	rumen__10674_0004_idba_bin.25	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.25.faa	1486.0	16.0	19.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037845/10674_0004_idba_bin.25.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037845/10674_0004_idba_bin.25.fa.gz
rumen__10674_0004_idba_bin.26	rumen__10674_0004_idba_bin.26	rumen	rumen	Bacteria	10674_0004_idba_bin.26	10674_0004_idba	bin.26		ERZ1037846	webin-genome-10674_0004_idba_bin.26	10674_0004_idba_bin.26.fa.gz	rumen__10674_0004_idba_bin.26.faa	rumen__10674_0004_idba_bin.26	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.26.faa	3371.0	16.0	20.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037846/10674_0004_idba_bin.26.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037846/10674_0004_idba_bin.26.fa.gz
rumen__10674_0004_idba_bin.3	rumen__10674_0004_idba_bin.3	rumen	rumen	Bacteria	10674_0004_idba_bin.3	10674_0004_idba	bin.3		ERZ1037847	webin-genome-10674_0004_idba_bin.3	10674_0004_idba_bin.3.fa.gz	rumen__10674_0004_idba_bin.3.faa	rumen__10674_0004_idba_bin.3	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.3.faa	1832.0	16.0	21.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037847/10674_0004_idba_bin.3.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037847/10674_0004_idba_bin.3.fa.gz
rumen__10674_0004_idba_bin.31	rumen__10674_0004_idba_bin.31	rumen	rumen	Bacteria	10674_0004_idba_bin.31	10674_0004_idba	bin.31		ERZ1037848	webin-genome-10674_0004_idba_bin.31	10674_0004_idba_bin.31.fa.gz	rumen__10674_0004_idba_bin.31.faa	rumen__10674_0004_idba_bin.31	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.31.faa	1514.0	16.0	22.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037848/10674_0004_idba_bin.31.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037848/10674_0004_idba_bin.31.fa.gz
rumen__10674_0004_idba_bin.32	rumen__10674_0004_idba_bin.32	rumen	rumen	Bacteria	10674_0004_idba_bin.32	10674_0004_idba	bin.32		ERZ1037849	webin-genome-10674_0004_idba_bin.32	10674_0004_idba_bin.32.fa.gz	rumen__10674_0004_idba_bin.32.faa	rumen__10674_0004_idba_bin.32	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.32.faa	1871.0	16.0	23.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037849/10674_0004_idba_bin.32.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037849/10674_0004_idba_bin.32.fa.gz
rumen__10674_0004_idba_bin.33	rumen__10674_0004_idba_bin.33	rumen	rumen	Bacteria	10674_0004_idba_bin.33	10674_0004_idba	bin.33		ERZ1037850	webin-genome-10674_0004_idba_bin.33	10674_0004_idba_bin.33.fa.gz	rumen__10674_0004_idba_bin.33.faa	rumen__10674_0004_idba_bin.33	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.33.faa	2400.0	16.0	24.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037850/10674_0004_idba_bin.33.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037850/10674_0004_idba_bin.33.fa.gz
rumen__10674_0004_idba_bin.35	rumen__10674_0004_idba_bin.35	rumen	rumen	Bacteria	10674_0004_idba_bin.35	10674_0004_idba	bin.35		ERZ1037851	webin-genome-10674_0004_idba_bin.35	10674_0004_idba_bin.35.fa.gz	rumen__10674_0004_idba_bin.35.faa	rumen__10674_0004_idba_bin.35	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.35.faa	1860.0	17.0	0.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037851/10674_0004_idba_bin.35.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037851/10674_0004_idba_bin.35.fa.gz
rumen__10674_0004_idba_bin.37	rumen__10674_0004_idba_bin.37	rumen	rumen	Bacteria	10674_0004_idba_bin.37	10674_0004_idba	bin.37		ERZ1037852	webin-genome-10674_0004_idba_bin.37	10674_0004_idba_bin.37.fa.gz	rumen__10674_0004_idba_bin.37.faa	rumen__10674_0004_idba_bin.37	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.37.faa	2027.0	17.0	1.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037852/10674_0004_idba_bin.37.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037852/10674_0004_idba_bin.37.fa.gz
rumen__10674_0004_idba_bin.38	rumen__10674_0004_idba_bin.38	rumen	rumen	Bacteria	10674_0004_idba_bin.38	10674_0004_idba	bin.38		ERZ1037853	webin-genome-10674_0004_idba_bin.38	10674_0004_idba_bin.38.fa.gz	rumen__10674_0004_idba_bin.38.faa	rumen__10674_0004_idba_bin.38	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.38.faa	2375.0	17.0	2.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037853/10674_0004_idba_bin.38.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037853/10674_0004_idba_bin.38.fa.gz
rumen__10674_0004_idba_bin.41	rumen__10674_0004_idba_bin.41	rumen	rumen	Bacteria	10674_0004_idba_bin.41	10674_0004_idba	bin.41		ERZ1037854	webin-genome-10674_0004_idba_bin.41	10674_0004_idba_bin.41.fa.gz	rumen__10674_0004_idba_bin.41.faa	rumen__10674_0004_idba_bin.41	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.41.faa	1296.0	17.0	3.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037854/10674_0004_idba_bin.41.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037854/10674_0004_idba_bin.41.fa.gz
rumen__10674_0004_idba_bin.42	rumen__10674_0004_idba_bin.42	rumen	rumen	Bacteria	10674_0004_idba_bin.42	10674_0004_idba	bin.42		ERZ1037855	webin-genome-10674_0004_idba_bin.42	10674_0004_idba_bin.42.fa.gz	rumen__10674_0004_idba_bin.42.faa	rumen__10674_0004_idba_bin.42	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.42.faa	1376.0	17.0	4.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037855/10674_0004_idba_bin.42.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037855/10674_0004_idba_bin.42.fa.gz
rumen__10674_0004_idba_bin.46	rumen__10674_0004_idba_bin.46	rumen	rumen	Bacteria	10674_0004_idba_bin.46	10674_0004_idba	bin.46		ERZ1037856	webin-genome-10674_0004_idba_bin.46	10674_0004_idba_bin.46.fa.gz	rumen__10674_0004_idba_bin.46.faa	rumen__10674_0004_idba_bin.46	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.46.faa	1564.0	17.0	5.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037856/10674_0004_idba_bin.46.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037856/10674_0004_idba_bin.46.fa.gz
rumen__10674_0004_idba_bin.53	rumen__10674_0004_idba_bin.53	rumen	rumen	Bacteria	10674_0004_idba_bin.53	10674_0004_idba	bin.53		ERZ1037857	webin-genome-10674_0004_idba_bin.53	10674_0004_idba_bin.53.fa.gz	rumen__10674_0004_idba_bin.53.faa	rumen__10674_0004_idba_bin.53	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.53.faa	2050.0	17.0	6.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037857/10674_0004_idba_bin.53.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037857/10674_0004_idba_bin.53.fa.gz
rumen__10674_0004_idba_bin.54	rumen__10674_0004_idba_bin.54	rumen	rumen	Bacteria	10674_0004_idba_bin.54	10674_0004_idba	bin.54		ERZ1037858	webin-genome-10674_0004_idba_bin.54	10674_0004_idba_bin.54.fa.gz	rumen__10674_0004_idba_bin.54.faa	rumen__10674_0004_idba_bin.54	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.54.faa	1743.0	17.0	7.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037858/10674_0004_idba_bin.54.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037858/10674_0004_idba_bin.54.fa.gz
rumen__10674_0004_idba_bin.60	rumen__10674_0004_idba_bin.60	rumen	rumen	Bacteria	10674_0004_idba_bin.60	10674_0004_idba	bin.60		ERZ1037859	webin-genome-10674_0004_idba_bin.60	10674_0004_idba_bin.60.fa.gz	rumen__10674_0004_idba_bin.60.faa	rumen__10674_0004_idba_bin.60	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.60.faa	1227.0	17.0	8.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037859/10674_0004_idba_bin.60.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037859/10674_0004_idba_bin.60.fa.gz
rumen__10674_0004_idba_bin.63	rumen__10674_0004_idba_bin.63	rumen	rumen	Bacteria	10674_0004_idba_bin.63	10674_0004_idba	bin.63		ERZ1037860	webin-genome-10674_0004_idba_bin.63	10674_0004_idba_bin.63.fa.gz	rumen__10674_0004_idba_bin.63.faa	rumen__10674_0004_idba_bin.63	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.63.faa	2142.0	17.0	9.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037860/10674_0004_idba_bin.63.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037860/10674_0004_idba_bin.63.fa.gz
rumen__10674_0004_idba_bin.64	rumen__10674_0004_idba_bin.64	rumen	rumen	Bacteria	10674_0004_idba_bin.64	10674_0004_idba	bin.64		ERZ1037861	webin-genome-10674_0004_idba_bin.64	10674_0004_idba_bin.64.fa.gz	rumen__10674_0004_idba_bin.64.faa	rumen__10674_0004_idba_bin.64	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.64.faa	2223.0	17.0	10.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037861/10674_0004_idba_bin.64.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037861/10674_0004_idba_bin.64.fa.gz
rumen__10674_0004_idba_bin.69	rumen__10674_0004_idba_bin.69	rumen	rumen	Bacteria	10674_0004_idba_bin.69	10674_0004_idba	bin.69		ERZ1037862	webin-genome-10674_0004_idba_bin.69	10674_0004_idba_bin.69.fa.gz	rumen__10674_0004_idba_bin.69.faa	rumen__10674_0004_idba_bin.69	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.69.faa	2177.0	17.0	11.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037862/10674_0004_idba_bin.69.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037862/10674_0004_idba_bin.69.fa.gz
rumen__10674_0004_idba_bin.71	rumen__10674_0004_idba_bin.71	rumen	rumen	Bacteria	10674_0004_idba_bin.71	10674_0004_idba	bin.71		ERZ1037863	webin-genome-10674_0004_idba_bin.71	10674_0004_idba_bin.71.fa.gz	rumen__10674_0004_idba_bin.71.faa	rumen__10674_0004_idba_bin.71	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.71.faa	2434.0	17.0	12.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037863/10674_0004_idba_bin.71.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037863/10674_0004_idba_bin.71.fa.gz
rumen__10674_0004_idba_bin.72	rumen__10674_0004_idba_bin.72	rumen	rumen	Bacteria	10674_0004_idba_bin.72	10674_0004_idba	bin.72		ERZ1037864	webin-genome-10674_0004_idba_bin.72	10674_0004_idba_bin.72.fa.gz	rumen__10674_0004_idba_bin.72.faa	rumen__10674_0004_idba_bin.72	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.72.faa	1919.0	17.0	13.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037864/10674_0004_idba_bin.72.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037864/10674_0004_idba_bin.72.fa.gz
rumen__10674_0004_idba_bin.74	rumen__10674_0004_idba_bin.74	rumen	rumen	Bacteria	10674_0004_idba_bin.74	10674_0004_idba	bin.74		ERZ1037865	webin-genome-10674_0004_idba_bin.74	10674_0004_idba_bin.74.fa.gz	rumen__10674_0004_idba_bin.74.faa	rumen__10674_0004_idba_bin.74	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.74.faa	3321.0	17.0	14.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037865/10674_0004_idba_bin.74.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037865/10674_0004_idba_bin.74.fa.gz
rumen__10674_0004_idba_bin.76	rumen__10674_0004_idba_bin.76	rumen	rumen	Bacteria	10674_0004_idba_bin.76	10674_0004_idba	bin.76		ERZ1037867	webin-genome-10674_0004_idba_bin.76	10674_0004_idba_bin.76.fa.gz	rumen__10674_0004_idba_bin.76.faa	rumen__10674_0004_idba_bin.76	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.76.faa	2708.0	17.0	15.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037867/10674_0004_idba_bin.76.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037867/10674_0004_idba_bin.76.fa.gz
rumen__10674_0004_idba_bin.77	rumen__10674_0004_idba_bin.77	rumen	rumen	Bacteria	10674_0004_idba_bin.77	10674_0004_idba	bin.77		ERZ1037868	webin-genome-10674_0004_idba_bin.77	10674_0004_idba_bin.77.fa.gz	rumen__10674_0004_idba_bin.77.faa	rumen__10674_0004_idba_bin.77	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.77.faa	1600.0	17.0	16.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037868/10674_0004_idba_bin.77.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037868/10674_0004_idba_bin.77.fa.gz
rumen__10674_0004_idba_bin.78	rumen__10674_0004_idba_bin.78	rumen	rumen	Bacteria	10674_0004_idba_bin.78	10674_0004_idba	bin.78		ERZ1037869	webin-genome-10674_0004_idba_bin.78	10674_0004_idba_bin.78.fa.gz	rumen__10674_0004_idba_bin.78.faa	rumen__10674_0004_idba_bin.78	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.78.faa	1832.0	17.0	17.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037869/10674_0004_idba_bin.78.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037869/10674_0004_idba_bin.78.fa.gz
rumen__10674_0004_idba_bin.79	rumen__10674_0004_idba_bin.79	rumen	rumen	Archaea	10674_0004_idba_bin.79	10674_0004_idba	bin.79		ERZ1037870	webin-genome-10674_0004_idba_bin.79	10674_0004_idba_bin.79.fa.gz	rumen__10674_0004_idba_bin.79.faa	rumen__10674_0004_idba_bin.79	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.79.faa	1748.0	17.0	18.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037870/10674_0004_idba_bin.79.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037870/10674_0004_idba_bin.79.fa.gz
rumen__10674_0004_idba_bin.8	rumen__10674_0004_idba_bin.8	rumen	rumen	Bacteria	10674_0004_idba_bin.8	10674_0004_idba	bin.8		ERZ1037871	webin-genome-10674_0004_idba_bin.8	10674_0004_idba_bin.8.fa.gz	rumen__10674_0004_idba_bin.8.faa	rumen__10674_0004_idba_bin.8	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.8.faa	2447.0	17.0	19.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037871/10674_0004_idba_bin.8.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037871/10674_0004_idba_bin.8.fa.gz
rumen__10674_0004_idba_bin.81	rumen__10674_0004_idba_bin.81	rumen	rumen	Bacteria	10674_0004_idba_bin.81	10674_0004_idba	bin.81		ERZ1037872	webin-genome-10674_0004_idba_bin.81	10674_0004_idba_bin.81.fa.gz	rumen__10674_0004_idba_bin.81.faa	rumen__10674_0004_idba_bin.81	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.81.faa	1690.0	17.0	20.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037872/10674_0004_idba_bin.81.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037872/10674_0004_idba_bin.81.fa.gz
rumen__10674_0004_idba_bin.82	rumen__10674_0004_idba_bin.82	rumen	rumen	Bacteria	10674_0004_idba_bin.82	10674_0004_idba	bin.82		ERZ1037873	webin-genome-10674_0004_idba_bin.82	10674_0004_idba_bin.82.fa.gz	rumen__10674_0004_idba_bin.82.faa	rumen__10674_0004_idba_bin.82	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.82.faa	2502.0	17.0	21.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037873/10674_0004_idba_bin.82.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037873/10674_0004_idba_bin.82.fa.gz
rumen__10674_0004_idba_bin.83	rumen__10674_0004_idba_bin.83	rumen	rumen	Bacteria	10674_0004_idba_bin.83	10674_0004_idba	bin.83		ERZ1037874	webin-genome-10674_0004_idba_bin.83	10674_0004_idba_bin.83.fa.gz	rumen__10674_0004_idba_bin.83.faa	rumen__10674_0004_idba_bin.83	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.83.faa	1826.0	17.0	22.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037874/10674_0004_idba_bin.83.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037874/10674_0004_idba_bin.83.fa.gz
rumen__10674_0004_idba_bin.84	rumen__10674_0004_idba_bin.84	rumen	rumen	Bacteria	10674_0004_idba_bin.84	10674_0004_idba	bin.84		ERZ1037875	webin-genome-10674_0004_idba_bin.84	10674_0004_idba_bin.84.fa.gz	rumen__10674_0004_idba_bin.84.faa	rumen__10674_0004_idba_bin.84	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.84.faa	2346.0	17.0	23.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037875/10674_0004_idba_bin.84.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037875/10674_0004_idba_bin.84.fa.gz
rumen__10674_0004_idba_bin.87	rumen__10674_0004_idba_bin.87	rumen	rumen	Bacteria	10674_0004_idba_bin.87	10674_0004_idba	bin.87		ERZ1037876	webin-genome-10674_0004_idba_bin.87	10674_0004_idba_bin.87.fa.gz	rumen__10674_0004_idba_bin.87.faa	rumen__10674_0004_idba_bin.87	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.87.faa	2830.0	17.0	24.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037876/10674_0004_idba_bin.87.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037876/10674_0004_idba_bin.87.fa.gz
rumen__10674_0004_idba_bin.88	rumen__10674_0004_idba_bin.88	rumen	rumen	Bacteria	10674_0004_idba_bin.88	10674_0004_idba	bin.88		ERZ1037877	webin-genome-10674_0004_idba_bin.88	10674_0004_idba_bin.88.fa.gz	rumen__10674_0004_idba_bin.88.faa	rumen__10674_0004_idba_bin.88	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.88.faa	2429.0	18.0	0.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037877/10674_0004_idba_bin.88.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037877/10674_0004_idba_bin.88.fa.gz
rumen__10674_0004_idba_bin.89	rumen__10674_0004_idba_bin.89	rumen	rumen	Bacteria	10674_0004_idba_bin.89	10674_0004_idba	bin.89		ERZ1037878	webin-genome-10674_0004_idba_bin.89	10674_0004_idba_bin.89.fa.gz	rumen__10674_0004_idba_bin.89.faa	rumen__10674_0004_idba_bin.89	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.89.faa	1350.0	18.0	1.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037878/10674_0004_idba_bin.89.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037878/10674_0004_idba_bin.89.fa.gz
rumen__10674_0004_idba_bin.91	rumen__10674_0004_idba_bin.91	rumen	rumen	Bacteria	10674_0004_idba_bin.91	10674_0004_idba	bin.91		ERZ1037879	webin-genome-10674_0004_idba_bin.91	10674_0004_idba_bin.91.fa.gz	rumen__10674_0004_idba_bin.91.faa	rumen__10674_0004_idba_bin.91	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.91.faa	1336.0	18.0	2.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037879/10674_0004_idba_bin.91.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037879/10674_0004_idba_bin.91.fa.gz
rumen__10674_0004_idba_bin.94	rumen__10674_0004_idba_bin.94	rumen	rumen	Bacteria	10674_0004_idba_bin.94	10674_0004_idba	bin.94		ERZ1037880	webin-genome-10674_0004_idba_bin.94	10674_0004_idba_bin.94.fa.gz	rumen__10674_0004_idba_bin.94.faa	rumen__10674_0004_idba_bin.94	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0004_idba_bin.94.faa	1732.0	18.0	3.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037880/10674_0004_idba_bin.94.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037880/10674_0004_idba_bin.94.fa.gz
rumen__10674_0005_idba_bin.100	rumen__10674_0005_idba_bin.100	rumen	rumen	Bacteria	10674_0005_idba_bin.100	10674_0005_idba	bin.100		ERZ1037881	webin-genome-10674_0005_idba_bin.100	10674_0005_idba_bin.100.fa.gz	rumen__10674_0005_idba_bin.100.faa	rumen__10674_0005_idba_bin.100	/home/rsg-jcorre38/Jay_Proyects/MethaNet/data/blue_catalyst_poc/proteomes/rumen__10674_0005_idba_bin.100.faa	2600.0	18.0	4.0	True		https://ftp.sra.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037881/10674_0005_idba_bin.100.fa.gz	https://ftp.ebi.ac.uk/vol1/analysis/ERZ103/ERZ1037881/10674_0005_idba_bin.100.fa.gz
